Lower Super Output Area,Name,LAD code,Borough,Total Mean Annual Household Income estimate,Total Median Annual Household Income estimate
E01000365,Bexley 015C,E09000004,Bexley,"£41,567","£33,462"
E01000366,Bexley 015D,E09000004,Bexley,"£48,579","£39,127"
E01000367,Bexley 010A,E09000004,Bexley,"£30,750","£24,815"
E01000368,Bexley 010B,E09000004,Bexley,"£32,290","£26,041"
E01000369,Bexley 014C,E09000004,Bexley,"£38,604","£31,071"
E01000370,Bexley 014D,E09000004,Bexley,"£45,513","£36,651"
E01000371,Bexley 014E,E09000004,Bexley,"£43,306","£34,867"
E01000372,Bexley 010C,E09000004,Bexley,"£32,833","£26,474"
E01000373,Bexley 008A,E09000004,Bexley,"£25,700","£20,793"
E01000374,Bexley 019A,E09000004,Bexley,"£28,954","£23,385"
E01000375,Bexley 019B,E09000004,Bexley,"£35,439","£28,550"
E01000376,Bexley 019C,E09000004,Bexley,"£37,626","£30,292"
E01000377,Bexley 019D,E09000004,Bexley,"£41,608","£33,495"
E01000378,Bexley 019E,E09000004,Bexley,"£37,743","£30,385"
E01000379,Bexley 019F,E09000004,Bexley,"£38,612","£31,077"
E01000380,Bexley 010D,E09000004,Bexley,"£32,470","£26,185"
E01000381,Bexley 028A,E09000004,Bexley,"£36,269","£29,211"
E01000382,Bexley 027A,E09000004,Bexley,"£55,154","£44,441"
E01000383,Bexley 028B,E09000004,Bexley,"£42,776","£34,439"
E01000384,Bexley 027B,E09000004,Bexley,"£42,538","£34,247"
E01000385,Bexley 028C,E09000004,Bexley,"£31,459","£25,379"
E01000386,Bexley 028D,E09000004,Bexley,"£30,121","£24,314"
E01000387,Bexley 027C,E09000004,Bexley,"£44,741","£36,026"
E01000388,Bexley 016A,E09000004,Bexley,"£44,806","£36,079"
E01000389,Bexley 020E,E09000004,Bexley,"£47,077","£37,914"
E01000390,Bexley 020F,E09000004,Bexley,"£47,324","£38,114"
E01000391,Bexley 021E,E09000004,Bexley,"£38,194","£30,744"
E01000392,Bexley 016B,E09000004,Bexley,"£33,021","£26,624"
E01000393,Bexley 020G,E09000004,Bexley,"£43,655","£35,149"
E01000394,Bexley 015E,E09000004,Bexley,"£47,996","£38,656"
E01000395,Bexley 018B,E09000004,Bexley,"£51,040","£41,116"
E01000396,Bexley 018C,E09000004,Bexley,"£46,773","£37,669"
E01000398,Bexley 029A,E09000004,Bexley,"£35,062","£28,250"
E01000399,Bexley 029B,E09000004,Bexley,"£42,348","£34,093"
E01000400,Bexley 029C,E09000004,Bexley,"£38,707","£31,153"
E01000401,Bexley 013A,E09000004,Bexley,"£34,655","£27,926"
E01000402,Bexley 005B,E09000004,Bexley,"£35,911","£28,926"
E01000403,Bexley 004A,E09000004,Bexley,"£32,832","£26,473"
E01000404,Bexley 004B,E09000004,Bexley,"£32,159","£25,937"
E01000405,Bexley 004C,E09000004,Bexley,"£34,961","£28,169"
E01000406,Bexley 005C,E09000004,Bexley,"£35,250","£28,399"
E01000407,Bexley 005D,E09000004,Bexley,"£37,671","£30,328"
E01000408,Bexley 004D,E09000004,Bexley,"£33,608","£27,092"
E01000409,Bexley 016C,E09000004,Bexley,"£44,642","£35,946"
E01000410,Bexley 018D,E09000004,Bexley,"£44,514","£35,843"
E01000411,Bexley 016D,E09000004,Bexley,"£41,950","£33,771"
E01000412,Bexley 018E,E09000004,Bexley,"£45,237","£36,428"
E01000413,Bexley 018F,E09000004,Bexley,"£38,873","£31,285"
E01000414,Bexley 016E,E09000004,Bexley,"£37,632","£30,297"
E01000415,Bexley 016F,E09000004,Bexley,"£51,273","£41,304"
E01000416,Bexley 002A,E09000004,Bexley,"£33,674","£27,144"
E01000417,Bexley 006B,E09000004,Bexley,"£38,058","£30,636"
E01000418,Bexley 002B,E09000004,Bexley,"£34,618","£27,896"
E01000419,Bexley 006C,E09000004,Bexley,"£43,959","£35,394"
E01000420,Bexley 006D,E09000004,Bexley,"£44,915","£36,167"
E01000421,Bexley 009D,E09000004,Bexley,"£45,222","£36,415"
E01000422,Bexley 002C,E09000004,Bexley,"£25,888","£20,942"
E01000423,Bexley 025C,E09000004,Bexley,"£55,948","£45,082"
E01000424,Bexley 026A,E09000004,Bexley,"£56,227","£45,308"
E01000425,Bexley 025D,E09000004,Bexley,"£56,524","£45,547"
E01000426,Bexley 026B,E09000004,Bexley,"£48,860","£39,354"
E01000427,Bexley 026C,E09000004,Bexley,"£39,953","£32,158"
E01000428,Bexley 027D,E09000004,Bexley,"£36,887","£29,703"
E01000429,Bexley 008B,E09000004,Bexley,"£28,509","£23,030"
E01000430,Bexley 008C,E09000004,Bexley,"£35,759","£28,805"
E01000431,Bexley 008D,E09000004,Bexley,"£28,038","£22,655"
E01000432,Bexley 008E,E09000004,Bexley,"£31,901","£25,732"
E01000433,Bexley 008F,E09000004,Bexley,"£28,836","£23,290"
E01000434,Bexley 008G,E09000004,Bexley,"£28,181","£22,769"
E01000435,Bexley 010E,E09000004,Bexley,"£31,741","£25,604"
E01000436,Bexley 011E,E09000004,Bexley,"£52,193","£42,048"
E01000437,Bexley 007A,E09000004,Bexley,"£40,959","£32,971"
E01000438,Bexley 007B,E09000004,Bexley,"£37,492","£30,185"
E01000439,Bexley 007C,E09000004,Bexley,"£33,858","£27,291"
E01000440,Bexley 007D,E09000004,Bexley,"£45,795","£36,878"
E01000441,Bexley 007E,E09000004,Bexley,"£33,798","£27,243"
E01000442,Bexley 006E,E09000004,Bexley,"£39,638","£31,903"
E01000443,Bexley 024B,E09000004,Bexley,"£41,117","£33,098"
E01000444,Bexley 023B,E09000004,Bexley,"£65,074","£52,456"
E01000445,Bexley 024C,E09000004,Bexley,"£53,655","£43,229"
E01000446,Bexley 024D,E09000004,Bexley,"£46,708","£37,616"
E01000447,Bexley 023C,E09000004,Bexley,"£49,869","£40,170"
E01000448,Bexley 023D,E09000004,Bexley,"£65,916","£53,137"
E01000449,Bexley 023E,E09000004,Bexley,"£63,113","£50,872"
E01000450,Bexley 009E,E09000004,Bexley,"£37,551","£30,232"
E01000451,Bexley 009F,E09000004,Bexley,"£44,202","£35,591"
E01000452,Bexley 009G,E09000004,Bexley,"£46,724","£37,629"
E01000453,Bexley 013B,E09000004,Bexley,"£45,063","£36,287"
E01000454,Bexley 013C,E09000004,Bexley,"£35,957","£28,963"
E01000455,Bexley 013D,E09000004,Bexley,"£45,778","£36,865"
E01000456,Bexley 013E,E09000004,Bexley,"£44,410","£35,759"
E01000457,Bexley 026D,E09000004,Bexley,"£42,550","£34,256"
E01000458,Bexley 027E,E09000004,Bexley,"£58,496","£47,141"
E01000459,Bexley 027F,E09000004,Bexley,"£42,908","£34,546"
E01000460,Bexley 022E,E09000004,Bexley,"£66,601","£53,690"
E01000461,Bexley 024E,E09000004,Bexley,"£55,590","£44,793"
E01000462,Bexley 026E,E09000004,Bexley,"£40,641","£32,713"
E01000463,Bexley 025E,E09000004,Bexley,"£52,090","£41,964"
E01000464,Bexley 002D,E09000004,Bexley,"£27,524","£22,245"
E01000465,Bexley 002E,E09000004,Bexley,"£28,070","£22,680"
E01000466,Bexley 001A,E09000004,Bexley,"£30,312","£24,466"
E01000467,Bexley 001B,E09000004,Bexley,"£33,526","£27,026"
E01000468,Bexley 001C,E09000004,Bexley,"£36,542","£29,429"
E01000469,Bexley 001D,E09000004,Bexley,"£35,289","£28,431"
E01000470,Bexley 002F,E09000004,Bexley,"£26,047","£21,068"
E01032566,Bexley 029D,E09000004,Bexley,"£34,802","£28,043"
E01000471,Brent 026A,E09000005,Brent,"£33,942","£27,283"
E01000472,Brent 029A,E09000005,Brent,"£34,875","£28,023"
E01000473,Brent 029B,E09000005,Brent,"£31,900","£25,662"
E01000474,Brent 026B,E09000005,Brent,"£31,827","£25,604"
E01000475,Brent 029C,E09000005,Brent,"£33,392","£26,846"
E01000476,Brent 026C,E09000005,Brent,"£34,017","£27,342"
E01000477,Brent 026D,E09000005,Brent,"£30,231","£24,337"
E01000478,Brent 029D,E09000005,Brent,"£33,462","£26,902"
E01000479,Brent 009A,E09000005,Brent,"£58,833","£47,294"
E01000480,Brent 006A,E09000005,Brent,"£60,922","£48,975"
E01000481,Brent 009B,E09000005,Brent,"£34,915","£28,055"
E01000482,Brent 009C,E09000005,Brent,"£30,802","£24,790"
E01000483,Brent 009D,E09000005,Brent,"£29,057","£23,405"
E01000484,Brent 006B,E09000005,Brent,"£32,662","£26,267"
E01000485,Brent 006C,E09000005,Brent,"£36,130","£29,020"
E01000486,Brent 006D,E09000005,Brent,"£50,608","£40,674"
E01000487,Brent 006E,E09000005,Brent,"£41,412","£33,272"
E01000488,Brent 022A,E09000005,Brent,"£43,243","£34,746"
E01000489,Brent 030A,E09000005,Brent,"£51,729","£41,575"
E01000490,Brent 023A,E09000005,Brent,"£48,244","£38,771"
E01000491,Brent 030B,E09000005,Brent,"£51,517","£41,405"
E01000492,Brent 030C,E09000005,Brent,"£58,310","£46,873"
E01000493,Brent 030D,E09000005,Brent,"£56,941","£45,771"
E01000494,Brent 023B,E09000005,Brent,"£48,663","£39,108"
E01000495,Brent 023C,E09000005,Brent,"£39,404","£31,657"
E01000497,Brent 011A,E09000005,Brent,"£35,768","£28,732"
E01000498,Brent 010B,E09000005,Brent,"£31,038","£24,977"
E01000499,Brent 011B,E09000005,Brent,"£31,487","£25,334"
E01000501,Brent 011C,E09000005,Brent,"£31,199","£25,105"
E01000502,Brent 011D,E09000005,Brent,"£35,838","£28,788"
E01000503,Brent 011E,E09000005,Brent,"£35,941","£28,870"
E01000504,Brent 018A,E09000005,Brent,"£44,936","£36,109"
E01000505,Brent 018B,E09000005,Brent,"£41,969","£33,721"
E01000506,Brent 014A,E09000005,Brent,"£28,876","£23,261"
E01000507,Brent 018C,E09000005,Brent,"£41,946","£33,702"
E01000508,Brent 025A,E09000005,Brent,"£27,276","£21,991"
E01000509,Brent 014B,E09000005,Brent,"£31,847","£25,620"
E01000510,Brent 014C,E09000005,Brent,"£33,054","£26,578"
E01000511,Brent 014D,E09000005,Brent,"£35,767","£28,732"
E01000512,Brent 018D,E09000005,Brent,"£45,660","£36,692"
E01000513,Brent 002A,E09000005,Brent,"£44,208","£35,522"
E01000514,Brent 002B,E09000005,Brent,"£41,700","£33,504"
E01000515,Brent 003A,E09000005,Brent,"£32,237","£25,929"
E01000516,Brent 002C,E09000005,Brent,"£37,415","£30,056"
E01000517,Brent 003B,E09000005,Brent,"£48,886","£39,288"
E01000518,Brent 005A,E09000005,Brent,"£37,885","£30,433"
E01000519,Brent 005B,E09000005,Brent,"£34,956","£28,088"
E01000520,Brent 002D,E09000005,Brent,"£36,905","£29,645"
E01000521,Brent 025B,E09000005,Brent,"£25,695","£20,736"
E01000522,Brent 025C,E09000005,Brent,"£30,440","£24,503"
E01000523,Brent 031A,E09000005,Brent,"£29,899","£24,073"
E01000524,Brent 031B,E09000005,Brent,"£26,867","£21,666"
E01000525,Brent 031C,E09000005,Brent,"£29,247","£23,556"
E01000526,Brent 025D,E09000005,Brent,"£27,423","£22,108"
E01000527,Brent 025E,E09000005,Brent,"£28,050","£22,605"
E01000528,Brent 025F,E09000005,Brent,"£27,562","£22,218"
E01000530,Brent 033A,E09000005,Brent,"£49,509","£39,789"
E01000531,Brent 033B,E09000005,Brent,"£35,742","£28,712"
E01000532,Brent 033C,E09000005,Brent,"£42,218","£33,921"
E01000533,Brent 031E,E09000005,Brent,"£30,354","£24,434"
E01000534,Brent 033D,E09000005,Brent,"£45,543","£36,597"
E01000535,Brent 031F,E09000005,Brent,"£35,396","£28,437"
E01000536,Brent 004A,E09000005,Brent,"£61,985","£49,830"
E01000538,Brent 004B,E09000005,Brent,"£67,833","£54,537"
E01000539,Brent 004C,E09000005,Brent,"£57,112","£45,908"
E01000540,Brent 004D,E09000005,Brent,"£64,159","£51,580"
E01000541,Brent 004E,E09000005,Brent,"£49,875","£40,083"
E01000543,Brent 003E,E09000005,Brent,"£44,298","£35,595"
E01000544,Brent 034A,E09000005,Brent,"£28,760","£23,169"
E01000545,Brent 028A,E09000005,Brent,"£41,887","£33,655"
E01000546,Brent 028B,E09000005,Brent,"£46,401","£37,287"
E01000547,Brent 028C,E09000005,Brent,"£43,948","£35,313"
E01000548,Brent 028D,E09000005,Brent,"£35,518","£28,534"
E01000549,Brent 028E,E09000005,Brent,"£56,874","£45,717"
E01000550,Brent 034B,E09000005,Brent,"£33,480","£26,916"
E01000551,Brent 034C,E09000005,Brent,"£26,833","£21,639"
E01000552,Brent 034D,E09000005,Brent,"£26,213","£21,147"
E01000553,Brent 015A,E09000005,Brent,"£33,386","£26,841"
E01000554,Brent 015B,E09000005,Brent,"£34,874","£28,023"
E01000555,Brent 015C,E09000005,Brent,"£57,447","£46,177"
E01000556,Brent 015D,E09000005,Brent,"£31,089","£25,018"
E01000557,Brent 015E,E09000005,Brent,"£38,733","£31,116"
E01000558,Brent 015F,E09000005,Brent,"£53,253","£42,802"
E01000559,Brent 018E,E09000005,Brent,"£46,523","£37,385"
E01000560,Brent 023D,E09000005,Brent,"£55,894","£44,928"
E01000561,Brent 023E,E09000005,Brent,"£40,859","£32,827"
E01000562,Brent 008A,E09000005,Brent,"£63,638","£51,160"
E01000563,Brent 008B,E09000005,Brent,"£59,157","£47,555"
E01000564,Brent 013A,E09000005,Brent,"£38,982","£31,316"
E01000565,Brent 013B,E09000005,Brent,"£44,741","£35,952"
E01000566,Brent 008C,E09000005,Brent,"£51,593","£41,466"
E01000567,Brent 016A,E09000005,Brent,"£44,703","£35,921"
E01000568,Brent 008D,E09000005,Brent,"£56,965","£45,790"
E01000569,Brent 008E,E09000005,Brent,"£58,450","£46,985"
E01000570,Brent 012A,E09000005,Brent,"£32,432","£26,084"
E01000571,Brent 012B,E09000005,Brent,"£45,758","£36,770"
E01000572,Brent 007A,E09000005,Brent,"£51,831","£41,658"
E01000573,Brent 007B,E09000005,Brent,"£46,537","£37,397"
E01000574,Brent 007C,E09000005,Brent,"£48,761","£39,187"
E01000575,Brent 007D,E09000005,Brent,"£46,533","£37,394"
E01000576,Brent 012C,E09000005,Brent,"£47,303","£38,014"
E01000577,Brent 007E,E09000005,Brent,"£31,657","£25,469"
E01000578,Brent 012D,E09000005,Brent,"£40,210","£32,305"
E01000579,Brent 032A,E09000005,Brent,"£44,486","£35,747"
E01000580,Brent 032B,E09000005,Brent,"£58,338","£46,895"
E01000581,Brent 030E,E09000005,Brent,"£62,306","£50,088"
E01000582,Brent 032C,E09000005,Brent,"£67,776","£54,491"
E01000583,Brent 032D,E09000005,Brent,"£52,888","£42,509"
E01000584,Brent 033E,E09000005,Brent,"£52,269","£42,010"
E01000585,Brent 033F,E09000005,Brent,"£50,109","£40,272"
E01000586,Brent 032E,E09000005,Brent,"£38,045","£30,563"
E01000587,Brent 001A,E09000005,Brent,"£42,172","£33,884"
E01000588,Brent 002E,E09000005,Brent,"£33,867","£27,223"
E01000589,Brent 001B,E09000005,Brent,"£41,121","£33,038"
E01000590,Brent 001C,E09000005,Brent,"£43,516","£34,966"
E01000591,Brent 003F,E09000005,Brent,"£35,477","£28,501"
E01000592,Brent 001D,E09000005,Brent,"£41,434","£33,290"
E01000593,Brent 001E,E09000005,Brent,"£39,719","£31,910"
E01000594,Brent 001F,E09000005,Brent,"£38,402","£30,850"
E01000595,Brent 027A,E09000005,Brent,"£26,593","£21,448"
E01000596,Brent 021A,E09000005,Brent,"£24,989","£20,176"
E01000599,Brent 027D,E09000005,Brent,"£31,082","£25,012"
E01000600,Brent 027E,E09000005,Brent,"£29,673","£23,894"
E01000601,Brent 021B,E09000005,Brent,"£28,128","£22,667"
E01000602,Brent 021C,E09000005,Brent,"£27,583","£22,235"
E01000603,Brent 021D,E09000005,Brent,"£28,529","£22,986"
E01000604,Brent 021E,E09000005,Brent,"£25,990","£20,970"
E01000605,Brent 021F,E09000005,Brent,"£25,441","£20,534"
E01000606,Brent 016B,E09000005,Brent,"£34,900","£28,043"
E01000607,Brent 013C,E09000005,Brent,"£39,424","£31,673"
E01000608,Brent 013D,E09000005,Brent,"£34,697","£27,882"
E01000609,Brent 016C,E09000005,Brent,"£35,291","£28,354"
E01000610,Brent 019A,E09000005,Brent,"£36,098","£28,994"
E01000611,Brent 016D,E09000005,Brent,"£33,957","£27,295"
E01000612,Brent 019B,E09000005,Brent,"£34,695","£27,880"
E01000613,Brent 013E,E09000005,Brent,"£35,921","£28,854"
E01000615,Brent 017B,E09000005,Brent,"£35,100","£28,202"
E01000616,Brent 020A,E09000005,Brent,"£34,567","£27,779"
E01000617,Brent 017C,E09000005,Brent,"£34,347","£27,605"
E01000618,Brent 017D,E09000005,Brent,"£33,985","£27,317"
E01000619,Brent 017E,E09000005,Brent,"£35,335","£28,389"
E01000620,Brent 020B,E09000005,Brent,"£34,737","£27,914"
E01000621,Brent 020C,E09000005,Brent,"£34,192","£27,481"
E01000622,Brent 010D,E09000005,Brent,"£31,534","£25,371"
E01000623,Brent 005C,E09000005,Brent,"£42,419","£34,083"
E01000624,Brent 005D,E09000005,Brent,"£37,934","£30,473"
E01000625,Brent 009E,E09000005,Brent,"£40,571","£32,596"
E01000626,Brent 010E,E09000005,Brent,"£28,123","£22,663"
E01000627,Brent 014E,E09000005,Brent,"£29,423","£23,695"
E01000628,Brent 014F,E09000005,Brent,"£30,691","£24,702"
E01000629,Brent 005E,E09000005,Brent,"£36,026","£28,938"
E01000630,Brent 026E,E09000005,Brent,"£30,213","£24,322"
E01000631,Brent 019C,E09000005,Brent,"£36,973","£29,699"
E01000632,Brent 029E,E09000005,Brent,"£34,509","£27,733"
E01000633,Brent 019D,E09000005,Brent,"£32,644","£26,253"
E01000634,Brent 019E,E09000005,Brent,"£32,571","£26,194"
E01000635,Brent 020D,E09000005,Brent,"£31,399","£25,264"
E01000636,Brent 020E,E09000005,Brent,"£32,680","£26,281"
E01000637,Brent 022B,E09000005,Brent,"£33,393","£26,847"
E01000638,Brent 024A,E09000005,Brent,"£29,036","£23,388"
E01000639,Brent 022C,E09000005,Brent,"£38,831","£31,195"
E01000640,Brent 024B,E09000005,Brent,"£29,310","£23,606"
E01000641,Brent 024C,E09000005,Brent,"£30,989","£24,938"
E01000642,Brent 022D,E09000005,Brent,"£35,513","£28,530"
E01000643,Brent 024D,E09000005,Brent,"£30,270","£24,368"
E01000644,Brent 022E,E09000005,Brent,"£35,058","£28,169"
E01033424,Brent 017F,E09000005,Brent,"£34,990","£28,115"
E01033455,Brent 031G,E09000005,Brent,"£28,558","£23,008"
E01033456,Brent 027F,E09000005,Brent,"£26,873","£21,671"
E01033457,Brent 017G,E09000005,Brent,"£43,670","£35,089"
E01033463,Brent 003G,E09000005,Brent,"£47,349","£38,050"
E01033464,Brent 010F,E09000005,Brent,"£31,528","£25,366"
E01033485,Brent 031H,E09000005,Brent,"£28,520","£22,978"
E01000645,Bromley 007A,E09000006,Bromley,"£83,325","£64,222"
E01000646,Bromley 016A,E09000006,Bromley,"£55,416","£42,706"
E01000647,Bromley 016B,E09000006,Bromley,"£52,321","£40,320"
E01000648,Bromley 016C,E09000006,Bromley,"£58,255","£44,895"
E01000649,Bromley 007B,E09000006,Bromley,"£70,683","£54,476"
E01000650,Bromley 022A,E09000006,Bromley,"£69,982","£53,936"
E01000651,Bromley 020A,E09000006,Bromley,"£59,920","£46,179"
E01000652,Bromley 022B,E09000006,Bromley,"£58,311","£44,938"
E01000653,Bromley 016D,E09000006,Bromley,"£68,002","£52,410"
E01000654,Bromley 039A,E09000006,Bromley,"£46,197","£35,600"
E01000655,Bromley 039B,E09000006,Bromley,"£46,072","£35,504"
E01000656,Bromley 039C,E09000006,Bromley,"£52,032","£40,098"
E01000657,Bromley 039D,E09000006,Bromley,"£43,155","£33,257"
E01000658,Bromley 042A,E09000006,Bromley,"£46,773","£36,044"
E01000659,Bromley 039E,E09000006,Bromley,"£47,089","£36,287"
E01000661,Bromley 026A,E09000006,Bromley,"£32,535","£25,077"
E01000662,Bromley 026B,E09000006,Bromley,"£42,067","£32,418"
E01000663,Bromley 026C,E09000006,Bromley,"£41,003","£31,599"
E01000664,Bromley 026D,E09000006,Bromley,"£41,163","£31,723"
E01000665,Bromley 033A,E09000006,Bromley,"£45,999","£35,447"
E01000666,Bromley 033B,E09000006,Bromley,"£67,885","£52,319"
E01000667,Bromley 033C,E09000006,Bromley,"£71,763","£55,308"
E01000668,Bromley 020B,E09000006,Bromley,"£46,510","£35,841"
E01000669,Bromley 020C,E09000006,Bromley,"£46,188","£35,593"
E01000670,Bromley 018A,E09000006,Bromley,"£65,476","£50,462"
E01000671,Bromley 020D,E09000006,Bromley,"£45,515","£35,075"
E01000672,Bromley 011A,E09000006,Bromley,"£58,589","£45,153"
E01000673,Bromley 011B,E09000006,Bromley,"£56,748","£43,733"
E01000674,Bromley 008A,E09000006,Bromley,"£46,833","£36,089"
E01000675,Bromley 018B,E09000006,Bromley,"£56,590","£43,611"
E01000676,Bromley 008B,E09000006,Bromley,"£42,146","£32,479"
